Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Cover material (product.metafields.shopify.cover-material),Fit type (product.metafields.shopify.fit-type),Item condition (product.metafields.shopify.item-condition),Item material (product.metafields.shopify.item-material),Light source (product.metafields.shopify.light-source),Lighting features (product.metafields.shopify.lighting-features),Manufacturer type (product.metafields.shopify.manufacturer-type),Vehicle frame/body features (product.metafields.shopify.vehicle-frame-body-features),Vehicle mirror design (product.metafields.shopify.vehicle-mirror-design),Vehicle mirror type (product.metafields.shopify.vehicle-mirror-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
x-pro-race-series-rgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/X_Pro_Green.jpg?v=1726520594,25,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-pro-race-series-rgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/X_Pro_Red.jpg?v=1726520594,26,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-pro-race-series-rgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/CHASE2.jpg?v=1720729975,27,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-pro-race-series-rgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Yellow_Lens_on_White.jpg?v=1712084476,28,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-pro-race-series-rgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Yellow_cover.jpg?v=1720729975,29,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-pro-race-series-rgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Clear_Flood_Lens_on_White.jpg?v=1712090433,30,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-pro-race-series-rgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Clear_Combo_Lens_on_White.jpg?v=1712090454,31,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-pro-race-series-rgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Yellow_Combo_Lens_on_White.jpg?v=1712090477,32,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-pro-race-series-rgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Clear_Spot_Lens_on_White.jpg?v=1712092587,33,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x-pro-race-series-rgb,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Amber.jpg?v=1720729975,34,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a-pillar-kit-for-pro-r-turbo-r,A-Pillar Kit for Pro R / Turbo R,"<p>Bundle and save with the ATC A-Pillar Kit!</p>
<p>This kit has everything you need to mount two ATC light pods to the A-pillar bars of a Polaris RZR Pro R or Turbo R roll cage including:</p>
<ul>
<li>(2) A-Pillar Mounting Brackets</li>
<li>WH1002 Dual Wiring Harness</li>
<li>(2) X Pro Race Series, X Jr., or 2-Shooter Pods</li>
</ul>
<p>Available in various beam patterns and lens colors.</p>
<!---->",All Terrain Concepts,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting,SXS,"new, Polaris, polaris RZR, Pro R, Side by side, Turbo R, UTV",true,Light Pod,X Jr Pods - Spot Beam,,Color,yellow,product.metafields.shopify.color-pattern,,,,PRORAPXJY,0.0,,0,deny,manual,295.00,,true,true,3651664122460,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_X_Pro_Spot_Yellow_3601337e-6ae3-4339-998e-14c3a21d9f7c.jpg?v=1724273019,1,"",false,,,,,,,,,,,,,,,,yellow; clear; amber,,direct,new,metal; aluminum; polycarbonate-pc,led,,aftermarket,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_Xjr_Yellow.jpg?v=1724265603,lb,,,true,,,active
a-pillar-kit-for-pro-r-turbo-r,,,,,,,,,X Jr Pods - Spot Beam,,,clear,,,,,PRORAPXJ,0.0,,0,deny,manual,295.00,,true,true,3651664122446,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_Xjr_Yellow.jpg?v=1724265603,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_Xjr_Clear_17b199f2-a48c-4729-be4d-8c0063fff84a.jpg?v=1724268900,lb,,,,,,
a-pillar-kit-for-pro-r-turbo-r,,,,,,,,,X Jr Pods - Spot Beam,,,amber,,,,,PRORAPXJA,0.0,,-1,deny,manual,295.00,,true,true,3651664122453,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_Xjr_Clear_17b199f2-a48c-4729-be4d-8c0063fff84a.jpg?v=1724268900,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_Xjr_Amber_93223313-69ff-4be2-a35c-0009318e659e.jpg?v=1724268910,lb,,,,,,
a-pillar-kit-for-pro-r-turbo-r,,,,,,,,,X Pro Race Series Pods - Spot Beam,,,yellow,,,,,PRORAPXSY,0.0,,0,deny,manual,645.00,,true,true,3651664122491,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_Xjr_Amber_93223313-69ff-4be2-a35c-0009318e659e.jpg?v=1724268910,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_X_Pro_Spot_Yellow.jpg?v=1724269603,lb,,,,,,
a-pillar-kit-for-pro-r-turbo-r,,,,,,,,,X Pro Race Series Pods - Spot Beam,,,clear,,,,,PRORAPXSC,0.0,,0,deny,manual,645.00,,true,true,3651664122477,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_X_Pro_Spot_Yellow.jpg?v=1724269603,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_X_Pro_Spot_Clear_eadd8c5b-3e62-4a91-8fbe-9a4c39be1497.jpg?v=1724268968,lb,,,,,,
a-pillar-kit-for-pro-r-turbo-r,,,,,,,,,X Pro Race Series Pods - Spot Beam,,,amber,,,,,PRORAPXSA,0.0,,0,deny,manual,645.00,,true,true,3651664122484,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_X_Pro_Spot_Clear_eadd8c5b-3e62-4a91-8fbe-9a4c39be1497.jpg?v=1724268968,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_X_Pro_Amber.jpg?v=1724265931,lb,,,,,,
a-pillar-kit-for-pro-r-turbo-r,,,,,,,,,X Pro Race Series Pods - Combo Beam,,,yellow,,,,,PRORAPXCY,0.0,,-3,deny,manual,645.00,,true,true,3651664122514,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_X_Pro_Amber.jpg?v=1724265931,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_X_Pro_Spot_Yellow_3601337e-6ae3-4339-998e-14c3a21d9f7c.jpg?v=1724273019,lb,,,,,,
a-pillar-kit-for-pro-r-turbo-r,,,,,,,,,X Pro Race Series Pods - Combo Beam,,,clear,,,,,PRORAPXCC,0.0,,0,deny,manual,645.00,,true,true,3651664122507,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_X_Pro_Spot_Clear_82c95a93-2dfa-413a-814e-cd498a234ecb.jpg?v=1724272993,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_X_Pro_Spot_Yellow_3601337e-6ae3-4339-998e-14c3a21d9f7c.jpg?v=1724273019,lb,,,,,,
a-pillar-kit-for-pro-r-turbo-r,,,,,,,,,X Pro Race Series Pods - Flood Beam,,,clear,,,,,PRORAPXFC,0.0,,0,deny,manual,645.00,,true,true,3651664122521,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_2_Shooter_Clear_44643a8c-c727-4241-9a6f-aefe300be87f.jpg?v=1724272945,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_X_Pro_Spot_Clear_82c95a93-2dfa-413a-814e-cd498a234ecb.jpg?v=1724272993,lb,,,,,,
a-pillar-kit-for-pro-r-turbo-r,,,,,,,,,2-Shooter Pods - Combo Beam,,,clear,,,,,PRORAP2,0.0,,0,deny,manual,265.00,,true,true,3651664122422,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_2_Shooter_Amber_27cb21b2-0c84-4a2d-9cfa-d179a8b2907d.jpg?v=1724272957,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_2_Shooter_Clear_44643a8c-c727-4241-9a6f-aefe300be87f.jpg?v=1724272945,lb,,,,,,
a-pillar-kit-for-pro-r-turbo-r,,,,,,,,,2-Shooter Pods - Combo Beam,,,amber,,,,,PRORAP2A,0.0,,0,deny,manual,265.00,,true,true,3651664122439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/A-Pillar_Bracket_Kit_-_2_Shooter_Amber_27cb21b2-0c84-4a2d-9cfa-d179a8b2907d.jpg?v=1724272957,lb,,,,,,
polaris-rzr-turbo-r-pro-r-a-pillar-bracket,Polaris RZR Turbo R / Pro R A-Pillar Bracket,"<p>Comes as a set of two, these durable steel brackets are designed to mount an auxiliary light to each A-pillar bar of a Polaris RZR Pro R or Turbo R roll cage.</p>
<p>NO DRILLING REQUIRED, bracket utilizes factory bolts.</p>
<p>*Set of 2</p>
<p>**Light pods not included</p>
<!---->",All Terrain Concepts,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Frame & Body Parts,Brackets and Mounts,"new, UTV, UTV bracket",true,Title,Default Title,,,,,,,,PRORAPB,453.59237,,-5,deny,manual,95.00,,true,true,3651664122415,https://cdn.shopify.com/s/files/1/1803/9213/files/A-PillarBrackets_1.jpg?v=1724104820,1,"",false,,,,,,,,,,,,,,,,black,,direct,new,metal,,,aftermarket,,,,,lb,,,true,,,active
polaris-rzr-turbo-r-pro-r-a-pillar-bracket,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/A-PillarBrackets_c3fe2b92-5336-4cb0-abaa-96ec6ccb3670.jpg?v=1724104831,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maverick-r-a-pillar-brackets,Maverick R A-Pillar Brackets,"<p>Comes as a set of two, these brackets are designed to mount an auxiliary light to each A-pillar bar of a Can-Am Maverick R roll cage. No drilling required, utilizes factory bolts. </p>
<p>Made specifically to fit ATC X Pro Race Series Pod, X Jr. Mini LED Pod, and ATC 2-Shooter Pod. </p>
<p>*Set of 2</p>
<p>**Light Pod not included</p>
<p><br></p>
<!---->",All Terrain Concepts,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting,Brackets and Mounts,"bracket, can-am, Maverick R, new",true,Title,Default Title,,,,,,,,MRAPB,2267.96185,,-12,deny,manual,95.00,,true,true,3651664122408,https://cdn.shopify.com/s/files/1/1803/9213/files/ATCMavRA-PillarKit_3.jpg?v=1721763641,1,"",false,,,,,,,,,,,,,,,,black,,direct,new,metal,led,,aftermarket,led-lighting,,,,lb,,,true,,,active
maverick-r-a-pillar-brackets,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATCMavRA-PillarKit_1.jpg?v=1721763496,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maverick-r-a-pillar-brackets,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATCMavRA-PillarKit.jpg?v=1721763418,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-maverick-r-hood-kit,ATC Maverick R Hood Kit,"<p>Bundled for your convenience, the ATC Maverick R Hood Kit has everything you need to mount two (2) ATC 2-Shooter LED Pods underneath the hood of a Can-Am Maverick R. There is no drilling required as the kit utilizes premade holes in the factory frame. </p>
<p>Kit Includes:</p>
<ul>
<li>(2) ATC 2-Shooter LED Pods</li>
<li>(1) ATC Mounting Bracket </li>
<li>(1) WH1002 Dual Wiring Harness </li>
<li>ATC Rocker Switch </li>
<li>Mounting Hardware</li>
</ul>
<p>ATC 2-Shooter Pods have a spot / flood combination beam and are available with an amber or clear lens and backed by our manufacturer warranty. </p>
<!---->",All Terrain Concepts,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting,SXS,"ATC Race, backup light, can am, Can-Am Kits, maverick, Maverick R, pillar",true,Color,amber,product.metafields.shopify.color-pattern,,,,,,,MRH1,0.0,,0,deny,manual,325.00,,true,true,3651664122309,https://cdn.shopify.com/s/files/1/1803/9213/files/ATCMavRA-PillarKit.jpg?v=1721763418,1,"",false,,,,,,,,,,,,,,,,amber; clear,,custom,new,,led,,aftermarket,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/SL2SA_655a156f-bd0c-48f4-995f-0f9638b62e7f.jpg?v=1721766796,lb,,,true,,,active
atc-maverick-r-hood-kit,,,,,,,,,clear,,,,,,,,MRH2,0.0,,0,deny,manual,325.00,,true,true,3651664122316,https://cdn.shopify.com/s/files/1/1803/9213/files/SL2SA_655a156f-bd0c-48f4-995f-0f9638b62e7f.jpg?v=1721766796,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/DSC01675_2.jpg?v=1734030911,lb,,,,,,
atc-maverick-r-hood-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/DSC01675_2.jpg?v=1734030911,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-maverick-r-hood-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATCMavRHoodKit.jpg?v=1721768872,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-maverick-r-hood-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATCMavRHoodKit_1.jpg?v=1721769058,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-maverick-r-hood-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATCMavRHoodKit_2.jpg?v=1721769149,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atc-maverick-r-hood-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/MavRHoodKitonWhite.jpg?v=1721932233,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maverick-r-a-pillar-kit,Maverick R A-Pillar Kit,"<p>Bundle and save with the ATC Maverick R A-Pillar Kit!</p>
<p>This kit contains everything necessary to mount two auxiliary lights to the a-pillar bars of a Can-Am Maverick R roll cage including: </p>
<ul>
<li>(2) X Pro Race Pods, X Jr Mini Pods, or 2-Shooter Pods</li>
<li>(1) WH1002 Dual Wiring Harness</li>
<li>(2) ATC Maverick R A-Pillar Mounts</li>
<li>Mounting Hardware </li>
</ul>
<p> </p>
<!---->",All Terrain Concepts,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting,SXS,"can-am, Can-Am Kits, maverick, Maverick R, new, Side by side, UTV",true,Pod Type,X Pro Race Series Pods - Spot Beam,,Color,amber,product.metafields.shopify.color-pattern,,,,MRAPSA,0.0,,0,deny,manual,645.00,,true,true,3651664122392,https://cdn.shopify.com/s/files/1/1803/9213/files/ATCMavRA-PillarKit.jpg?v=1721763418,1,"",false,,,,,,,,,,,,,,,,amber; clear; yellow,,direct,new,metal,led,adjustable-brightness; led-lighting,aftermarket,led-lighting,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Amber.jpg?v=1720729975,lb,,,true,,,active
maverick-r-a-pillar-kit,,,,,,,,,X Pro Race Series Pods - Spot Beam,,,clear,,,,,MRAP,0.0,,-1,deny,manual,645.00,,true,true,3651664122279,https://cdn.shopify.com/s/files/1/1803/9213/files/ATCMavRA-PillarKit_1.jpg?v=1721763496,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/X-Pro_Race_Series_Pod_-_4.jpg?v=1650578695,lb,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,X Pro Race Series Pods - Spot Beam,,,yellow,,,,,MRAPSY,0.0,,0,deny,manual,645.00,,true,true,3651664122385,https://cdn.shopify.com/s/files/1/1803/9213/files/ATCMavRA-PillarKit_2.jpg?v=1721763599,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Yellow_Lens_on_X_Pro.jpg?v=1712084632,lb,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,X Pro Race Series Pods - Flood Beam,,,clear,,,,,MRAPFC,0.0,,0,deny,manual,645.00,,true,true,3651664122378,https://cdn.shopify.com/s/files/1/1803/9213/files/ATCMavRA-PillarKit_3.jpg?v=1721763641,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Clear_Flood_Lens_on_White.jpg?v=1712090433,lb,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,X Pro Race Series Pods - Combo Beam,,,clear,,,,,MRAPCC,0.0,,0,deny,manual,645.00,,true,true,3651664122361,https://cdn.shopify.com/s/files/1/1803/9213/files/X_Jr_Clear_1_805a3032-8ed4-4966-9dac-758a7693a132.jpg?v=1721766650,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/ATCMavRA-PillarKit_1.jpg?v=1721763496,lb,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,X Pro Race Series Pods - Combo Beam,,,yellow,,,,,MRAPCY,0.0,,0,deny,manual,645.00,,true,true,3651664122354,https://cdn.shopify.com/s/files/1/1803/9213/files/X_Jr_6_18cbae22-135c-41f2-a8c7-2a0748350dc5.jpg?v=1721766676,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Yellow_Combo_Lens_on_White.jpg?v=1712090477,lb,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,X Jr Mini LED Pods,,,amber,,,,,MRAJRA,0.0,,0,deny,manual,295.00,,true,true,3651664122330,https://cdn.shopify.com/s/files/1/1803/9213/files/X_Jr_Yellow.jpg?v=1721766711,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/X_Jr_6_18cbae22-135c-41f2-a8c7-2a0748350dc5.jpg?v=1721766676,lb,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,X Jr Mini LED Pods,,,clear,,,,,MRAJR,0.0,,0,deny,manual,295.00,,true,true,3651664122286,https://cdn.shopify.com/s/files/1/1803/9213/files/SL2SA_655a156f-bd0c-48f4-995f-0f9638b62e7f.jpg?v=1721766796,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/X_Jr_Clear_1_805a3032-8ed4-4966-9dac-758a7693a132.jpg?v=1721766650,lb,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,X Jr Mini LED Pods,,,yellow,,,,,MRAJRY,0.0,,0,deny,manual,295.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/files/Yellow_Lens_on_X_Pro.jpg?v=1712084632,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/X_Jr_Yellow.jpg?v=1721766711,lb,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,2-Shooter Pods,,,amber,,,,,MRA2A,0.0,,0,deny,manual,265.00,,true,true,3651664122330,https://cdn.shopify.com/s/files/1/1803/9213/products/Amber.jpg?v=1720729975,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/SL2SA_655a156f-bd0c-48f4-995f-0f9638b62e7f.jpg?v=1721766796,lb,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,2-Shooter Pods,,,clear,,,,,MRA2,0.0,,0,deny,manual,265.00,,true,true,3651664122293,https://cdn.shopify.com/s/files/1/1803/9213/files/Clear_Flood_Lens_on_White.jpg?v=1712090433,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/DSC01675_2.jpg?v=1734030911,lb,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Yellow_Lens_on_White.jpg?v=1712084476,12,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/DSC01675_2.jpg?v=1734030911,13,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/X-Pro_Race_Series_Pod_-_4.jpg?v=1650578695,14,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maverick-r-a-pillar-kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/Yellow_Combo_Lens_on_White.jpg?v=1712090477,15,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dual-spotlight-3-way-wiring-harness,Dual Spotlight 3 Way Wiring Harness,"<ul>
<li>
<meta charset=""utf-8"">
<ul>
<li>For use with X Pro Race PODS and Backlight LED light bars</li>
<li>3 meters long</li>
<li>completely encapsulated harness</li>
<li>Inline fuse for added protection</li>
<li>Relay Good for 300 Watts Plus</li>
<li>2 waterproof DT 3 pin connector </li>
<li>Comes with rocker switch for easy install</li>
<li>3 way rocker Down for backlight Up for LED </li>
</ul>
</li>
</ul>",All Terrain Concepts,Uncategorized,Accessories,"3 meters, accessories, dual spot, harness, spot, wiring",true,Title,Default Title,,,,,,,,WH1003,2267.96185,shopify,88,continue,manual,45.00,,true,true,,https://cdn.shopify.com/s/files/1/1803/9213/files/WH1002.jpg?v=1701475221,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
dual-spotlight-3-way-wiring-harness,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/files/WH1003.jpg?v=1727988943,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dual-spotlight-3-way-wiring-harness,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Harness_Diagram_28c3073f-a916-4b5b-aa00-194339a361bf.jpg?v=1701475221,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dual-spotlight-3-way-wiring-harness,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1803/9213/products/Harness.jpg?v=1701475221,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150-whips-2ft-187-chalk-line-led-whips-1-pair,5150 Whips 2ft 187 Chalk Line LED Whips (1 Pair),"<p><span>Introducing the 5150 Whips 187 Chalk Line: the ultimate fusion of innovation and style in the world of LED whips. Building on the iconic features of our beloved 187 whips, the Chalk Line series brings a fresh, all-white design while retaining the cutting-edge technology you've come to rely on.<br><br>What sets the Chalk Line apart? These are not just any LED whips—they're Bluetooth-enabled and fully programmable, making them the pioneers in the industry. With the power of Bluetooth connectivity, you can effortlessly customize your whip's colors, patterns, and brightness right from your smartphone. Whether you're cruising through the night or making a statement at an event, the Chalk Line whips adapt to your mood and style with a simple tap on your phone.<br><br>But it's not just about aesthetics and customization. The 187 Chalk Line whips are built tough to withstand the rigors of off-road adventures. From their rugged construction to their weather-resistant design, these whips are ready to light up your journey, no matter the terrain or conditions.<br><br>Get ready to stand out and make your mark with the 5150 Whips 187 Chalk Line. Elevate your off-road experience with unmatched style, versatility, and performance. Join the revolution today and be a part of the future of LED whips.</span><span></span></p>
<p><span>*Comes with 1 controller and ""Y"" harness. Due to different wiring options, our power harness is not included with this set.  Power harness can be purchased in our webstore. </span><span>On &amp; Off switch NOT Included*</span></p>
<p><span>Only 1 controller required for use of two whips.</span><a href=""https://cdn.shopify.com/s/files/1/0263/3115/2462/files/187_instruction.pdf?v=1652803340"" target=""_blank"" data-mce-href=""https://cdn.shopify.com/s/files/1/0263/3115/2462/files/187_instruction.pdf?v=1652803340""><span data-mce-fragment=""1""></span></a></p>
<!---->",5150,Vehicles & Parts > Vehicle Parts & Accessories > Motor Vehicle Parts > Motor Vehicle Lighting,5150 Whips,"5150, 5150 187 whip kit with accent lights, 5150 whips, sxs whips",true,Title,Default Title,,,,,,,,WH-1972P,1814.36948,shopify,7,continue,manual,300.00,,true,true,"",https://cdn.shopify.com/s/files/1/1803/9213/files/5150ChalkLineWhips.webp?v=1718142602,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,,true,,,active
